A(X);B(Y)
163.794;-6.55E-06
163.796;-3.27E-06
163.798;8.20E-07
163.8;-3.05E-06
163.802;1.13E-06
163.804;-4.49E-06
163.806;-2.79E-06
163.808;-4.24E-06
163.81;-6.00E-07
163.812;-1.64E-06
163.814;-3.05E-06
163.816;-3.80E-07
163.818;-2.16E-06
163.82;-2.86E-06
163.822;1.05E-06
163.824;0
163.826;-5.90E-07
163.828;-2.29E-06
163.83;-4.03E-06
163.832;-5.88E-06
163.834;-4.72E-06
163.836;-3.99E-06
163.838;-2.60E-06
163.84;-3.27E-06
163.842;-3.10E-07
163.844;-4.69E-06
163.846;-1.03E-06
163.848;-4.34E-06
163.85;-6.79E-06
163.852;-7.19E-06
163.854;-1.42E-06
163.856;-2.31E-06
163.858;-2.00E-06
163.86;-8.70E-07
163.862;1.96E-06
163.864;-2.67E-06
163.866;-6.81E-06
163.868;-4.27E-06
163.87;-6.85E-06
163.872;-5.85E-06
163.874;-6.41E-06
163.876;-1.60E-06
163.878;-2.87E-06
163.88;-1.85E-06
163.882;1.36E-06
163.884;-5.00E-06
163.886;-2.67E-06
163.888;-4.69E-06
163.89;-3.77E-06
163.892;-1.12E-05
163.894;-4.10E-06
163.896;-1.57E-06
163.898;-3.50E-06
163.9;5.10E-07
163.902;-1.47E-06
163.904;-4.90E-07
163.906;-3.61E-06
163.908;-5.58E-06
163.91;-4.51E-06
163.912;-3.19E-06
163.914;-3.10E-06
163.916;2.10E-06
163.918;3.01E-06
163.92;1.66E-06
163.922;2.12E-06
163.924;3.53E-06
163.926;-5.10E-07
163.928;5.60E-07
163.93;-7.70E-07
163.932;-2.53E-06
163.934;-4.30E-06
163.936;-2.17E-06
163.938;1.87E-06
163.94;2.30E-07
163.942;-2.20E-07
163.944;-1.03E-06
163.946;-2.24E-06
163.948;-3.62E-06
163.95;-1.81E-06
163.952;-3.16E-06
163.954;-2.90E-07
163.956;-3.42E-06
163.958;-2.94E-06
163.96;9.70E-07
163.962;5.20E-07
163.964;-1.03E-06
163.966;-1.60E-06
163.968;-2.80E-06
163.97;-5.22E-06
163.972;-5.76E-06
163.974;-4.70E-06
163.976;-5.00E-07
163.978;1.50E-06
163.98;3.50E-07
163.982;2.33E-06
163.984;1.70E-06
163.986;2.15E-06
163.988;-1.00E-06
163.99;-3.15E-06
163.992;-2.08E-06
163.994;-2.18E-06
163.996;3.20E-07
163.998;-1.32E-06
164;-9.00E-08
164.002;4.16E-06
164.004;1.77E-06
164.006;6.60E-07
164.008;-1.40E-07
164.01;-1.67E-06
164.012;-5.20E-06
164.014;-3.20E-06
164.016;-4.84E-06
164.018;-3.29E-06
164.02;-7.90E-07
164.022;-6.00E-07
164.024;2.39E-06
164.026;9.00E-07
164.028;-5.60E-07
164.03;-1.03E-06
164.032;-9.10E-07
164.034;-1.05E-06
164.036;5.40E-07
164.038;-5.30E-07
164.04;1.77E-06
164.042;2.52E-06
164.044;3.23E-06
164.046;3.38E-06
164.048;2.61E-06
164.05;-6.30E-07
164.052;-3.44E-06
164.054;-3.17E-06
164.056;-1.66E-06
164.058;-2.90E-06
164.06;9.80E-07
164.062;3.90E-07
164.064;-2.00E-08
164.066;5.40E-07
164.068;1.46E-06
164.07;-1.70E-06
164.072;-3.17E-06
164.074;-2.08E-06
164.076;-2.00E-06
164.078;-1.89E-06
164.08;1.32E-06
164.082;3.46E-06
164.084;5.20E-07
164.086;1.47E-06
164.088;6.30E-07
164.09;-2.44E-06
164.092;-3.40E-06
164.094;-3.76E-06
164.096;-3.83E-06
164.098;6.10E-07
164.1;7.60E-07
164.102;2.89E-06
164.104;2.79E-06
164.106;3.47E-06
164.108;4.27E-06
164.11;-1.20E-06
164.112;-1.98E-06
164.114;-3.70E-07
164.116;-6.30E-07
164.118;1.14E-06
164.12;1.14E-06
164.122;3.84E-06
164.124;7.40E-07
164.126;1.30E-06
164.128;3.19E-06
164.13;1.02E-06
164.132;9.70E-07
164.134;-1.81E-06
164.136;-3.92E-06
164.138;4.30E-07
164.14;1.82E-06
164.142;3.10E-06
164.144;4.26E-06
164.146;-6.60E-07
164.148;3.20E-06
164.15;1.34E-06
164.152;-1.50E-06
164.154;2.05E-06
164.156;-2.58E-06
164.158;-1.33E-06
164.16;3.66E-06
164.162;2.01E-06
164.164;2.10E-07
164.166;3.61E-06
164.168;5.26E-06
164.17;8.40E-07
164.172;8.60E-07
164.174;-4.64E-06
164.176;-3.61E-06
164.178;-2.12E-06
164.18;3.50E-07
164.182;9.40E-07
164.184;1.65E-06
164.186;1.85E-06
164.188;4.40E-07
164.19;2.80E-06
164.192;-5.83E-06
164.194;-8.10E-07
164.196;-7.90E-07
164.198;-1.79E-06
164.2;-8.00E-07
164.202;-1.80E-07
164.204;9.20E-07
164.206;1.20E-07
164.208;1.00E-06
164.21;-2.63E-06
164.212;-1.88E-06
164.214;-2.75E-06
164.216;-2.29E-06
164.218;-2.48E-06
164.22;-4.90E-07
164.222;4.90E-06
164.224;2.56E-06
164.226;4.98E-06
164.228;9.20E-07
164.23;8.00E-07
164.232;-3.10E-06
164.234;9.80E-07
164.236;-2.47E-06
164.238;1.07E-06
164.24;4.73E-06
164.242;4.94E-06
164.244;2.82E-06
164.246;1.23E-06
164.248;2.01E-06
164.25;1.48E-06
164.252;2.01E-06
164.254;1.48E-06
164.256;-4.56E-06
164.258;-1.81E-06
164.26;9.70E-07
164.262;-3.80E-07
164.264;6.70E-07
164.266;1.79E-06
164.268;-1.02E-06
164.27;-2.80E-06
164.272;-5.10E-06
164.274;-3.49E-06
164.276;-1.19E-06
164.278;-3.50E-06
164.28;5.70E-07
164.282;-2.93E-06
164.284;1.08E-06
164.286;2.30E-06
164.288;-1.45E-06
164.29;5.00E-08
164.292;-1.66E-06
164.294;-1.58E-06
164.296;-5.08E-06
164.298;2.60E-07
164.3;1.82E-06
164.302;1.90E-07
164.304;3.19E-06
164.306;3.64E-06
164.308;8.70E-07
164.31;-6.38E-06
164.312;-3.61E-06
164.314;-9.80E-07
164.316;-9.90E-07
164.318;-5.10E-07
164.32;2.42E-06
164.322;3.95E-06
164.324;3.45E-06
164.326;5.35E-06
164.328;-3.40E-07
164.33;5.30E-07
164.332;-1.59E-06
164.334;5.00E-08
164.336;-2.81E-06
164.338;-1.60E-06
164.34;-3.51E-06
164.342;-2.50E-07
164.344;2.00E-08
164.346;-1.00E-07
164.348;1.76E-06
164.35;-4.70E-06
164.352;-2.39E-06
164.354;-2.54E-06
164.356;-1.90E-06
164.358;-7.20E-07
164.36;6.60E-07
164.362;4.89E-06
164.364;5.69E-06
164.366;3.44E-06
164.368;5.18E-06
164.37;2.93E-06
164.372;9.90E-07
164.374;-9.10E-07
164.376;1.05E-06
164.378;6.50E-07
164.38;5.38E-06
164.382;3.67E-06
164.384;4.72E-06
164.386;4.44E-06
164.388;2.47E-06
164.39;8.20E-07
164.392;-3.09E-06
164.394;-8.10E-07
164.396;-1.32E-06
164.398;5.20E-07
164.4;-6.40E-07
164.402;-7.30E-07
164.404;2.72E-06
164.406;-2.80E-07
164.408;2.36E-06
164.41;9.00E-08
164.412;3.00E-08
164.414;-2.18E-06
164.416;-3.78E-06
164.418;-1.82E-06
164.42;5.80E-07
164.422;4.20E-07
164.424;-7.00E-07
164.426;-1.64E-06
164.428;3.90E-07
164.43;-1.63E-06
164.432;-2.87E-06
164.434;-1.82E-06
164.436;-3.74E-06
164.438;-2.70E-07
164.44;-1.34E-06
164.442;-7.10E-07
164.444;-1.23E-06
164.446;-1.60E-06
164.448;1.85E-06
164.45;-1.55E-06
164.452;-2.64E-06
164.454;-3.71E-06
164.456;-5.68E-06
164.458;-2.72E-06
164.46;-1.77E-06
164.462;-8.46E-06
164.464;1.49E-06
164.466;3.53E-06
164.468;9.60E-07
164.47;-1.26E-06
164.472;-2.35E-06
164.474;-7.30E-07
164.476;-4.23E-06
164.478;9.80E-07
164.48;-1.37E-06
164.482;4.22E-06
164.484;4.43E-06
164.486;1.58E-06
164.488;1.14E-06
164.49;-3.64E-06
164.492;-1.62E-06
164.494;8.00E-08
164.496;-4.90E-07
164.498;5.80E-07
164.5;-1.31E-06
164.502;4.58E-06
164.504;3.26E-06
164.506;2.25E-06
164.508;1.57E-06
164.51;-2.66E-06
164.512;-2.84E-06
164.514;-4.22E-06
164.516;-4.39E-06
164.518;-2.23E-06
164.52;-2.60E-07
164.522;2.97E-06
164.524;3.76E-06
164.526;1.59E-06
164.528;2.94E-06
164.53;1.70E-07
164.532;-1.13E-06
164.534;-3.05E-06
164.536;-4.05E-06
164.538;-3.05E-06
164.54;-4.48E-06
164.542;-1.49E-06
164.544;-4.30E-07
164.546;-2.15E-06
164.548;-2.72E-06
164.55;-3.08E-06
164.552;-1.83E-06
164.554;-5.26E-06
164.556;-3.37E-06
164.558;-6.75E-06
164.56;1.51E-06
164.562;-9.60E-07
164.564;8.70E-07
164.566;1.50E-07
164.568;1.77E-06
164.57;7.80E-07
164.572;-3.13E-06
164.574;-1.46E-06
164.576;-3.81E-06
164.578;-3.92E-06
164.58;1.73E-06
164.582;3.00E-07
164.584;-2.00E-07
164.586;2.16E-06
164.588;1.86E-06
164.59;3.90E-07
164.592;1.21E-06
164.594;4.80E-07
164.596;-5.90E-07
164.598;2.20E-06
164.6;3.40E-07
164.602;1.01E-06
164.604;4.58E-06
164.606;4.97E-06
164.608;2.89E-06
164.61;1.02E-06
164.612;-1.24E-06
164.614;-8.97E-06
164.616;3.21E-06
164.618;9.80E-07
164.62;1.34E-06
164.622;2.60E-07
164.624;5.41E-06
164.626;5.50E-06
164.628;4.41E-06
164.63;-8.10E-07
164.632;-2.50E-06
164.634;-2.70E-07
164.636;-1.16E-06
164.638;8.80E-07
164.64;8.90E-07
164.642;2.11E-06
164.644;4.15E-06
164.646;5.35E-06
164.648;3.90E-06
164.65;4.10E-07
164.652;-1.48E-06
164.654;-1.75E-06
164.656;-6.15E-06
164.658;-2.00E-08
164.66;1.20E-06
164.662;-3.10E-07
164.664;-1.50E-06
164.666;1.48E-06
164.668;-2.40E-07
164.67;2.23E-06
164.672;1.74E-06
164.674;3.60E-07
164.676;1.30E-07
164.678;1.85E-06
164.68;-6.10E-07
164.682;2.96E-06
164.684;2.30E-06
164.686;1.70E-06
164.688;1.65E-06
164.69;-1.42E-06
164.692;-2.30E-07
164.694;-5.20E-07
164.696;-4.20E-07
164.698;-1.27E-06
164.7;2.08E-06
164.702;3.61E-06
164.704;2.79E-06
164.706;6.14E-06
164.708;1.76E-06
164.71;-1.73E-06
164.712;-1.90E-06
164.714;-1.42E-06
164.716;-3.65E-06
164.718;-4.72E-06
164.72;1.33E-06
164.722;-3.80E-07
164.724;3.48E-06
164.726;1.27E-06
164.728;2.47E-06
164.73;1.34E-06
164.732;-1.19E-06
164.734;-2.96E-06
164.736;-1.90E-06
164.738;-2.30E-06
164.74;-1.07E-06
164.742;-1.53E-06
164.744;1.71E-06
164.746;3.53E-06
164.748;-7.10E-07
164.75;1.55E-06
164.752;-1.81E-06
164.754;-2.26E-06
164.756;-3.20E-06
164.758;-2.86E-06
164.76;2.02E-06
164.762;1.70E-06
164.764;4.64E-06
164.766;-3.07E-06
164.768;2.29E-06
164.77;-5.70E-07
164.772;-2.43E-06
164.774;2.60E-07
164.776;-2.27E-06
164.778;-1.10E-07
164.78;2.16E-06
164.782;1.65E-06
164.784;1.00E-06
164.786;3.27E-06
164.788;5.44E-06
164.79;-6.10E-07
164.792;-1.07E-06
164.794;-2.19E-06
164.796;1.38E-06
164.798;-1.81E-06
164.8;3.21E-06
164.802;3.28E-06
164.804;0
164.806;3.35E-06
164.808;2.86E-06
164.81;-3.10E-07
164.812;3.40E-07
164.814;-1.10E-07
164.816;-1.45E-06
164.818;9.20E-07
164.82;3.17E-06
164.822;2.20E-06
164.824;5.50E-07
164.826;4.29E-06
164.828;1.80E-07
164.83;-8.70E-07
164.832;7.00E-08
164.834;-2.87E-06
164.836;-4.35E-06
164.838;-3.06E-06
164.84;-3.71E-06
164.842;-1.78E-06
164.844;-5.10E-07
164.846;2.36E-06
164.848;7.00E-08
164.85;1.00E-07
164.852;-2.50E-06
164.854;-4.32E-06
164.856;-3.12E-06
164.858;-2.13E-06
164.86;-9.80E-07
164.862;1.60E-07
164.864;3.10E-06
164.866;3.40E-07
164.868;1.70E-06
164.87;1.19E-06
164.872;-1.73E-06
164.874;-4.33E-06
164.876;-3.60E-06
164.878;-3.54E-06
164.88;3.30E-06
164.882;-1.08E-06
164.884;1.05E-06
164.886;1.37E-06
164.888;-1.36E-06
164.89;-1.15E-06
164.892;-1.19E-06
164.894;-1.51E-06
164.896;-1.23E-06
164.898;-1.41E-06
164.9;3.70E-07
164.902;1.57E-06
164.904;1.97E-06
164.906;2.44E-06
164.908;1.20E-07
164.91;-1.44E-06
164.912;-1.03E-06
164.914;-1.00E-07
164.916;-1.21E-06
164.918;-5.66E-06
164.92;2.02E-06
164.922;3.20E-06
164.924;3.10E-07
164.926;3.84E-06
164.928;2.75E-06
164.93;1.26E-06
164.932;7.00E-07
164.934;5.00E-08
164.936;1.09E-06
164.938;-3.50E-07
164.94;2.22E-06
164.942;3.53E-06
164.944;2.42E-06
164.946;2.76E-06
164.948;2.33E-06
164.95;-3.60E-07
164.952;-1.52E-06
164.954;-3.40E-07
164.956;-2.70E-07
164.958;7.60E-07
164.96;2.69E-06
164.962;4.64E-06
164.964;6.67E-06
164.966;4.29E-06
164.968;7.81E-06
164.97;2.00E-06
164.972;1.79E-06
164.974;3.64E-06
164.976;2.50E-06
164.978;2.35E-06
164.98;3.93E-06
164.982;5.47E-06
164.984;2.48E-06
164.986;6.70E-06
164.988;2.04E-06
164.99;2.23E-06
164.992;2.01E-06
164.994;7.20E-07
164.996;2.89E-06
164.998;1.48E-06
165;2.20E-06
165.002;3.07E-06
165.004;1.85E-06
165.006;5.20E-06
165.008;2.95E-06
165.01;-4.10E-07
165.012;-4.70E-07
165.014;2.98E-06
165.016;-1.30E-07
165.018;-1.17E-06
165.02;1.50E-07
165.022;4.86E-06
165.024;7.45E-06
165.026;3.95E-06
165.028;-1.80E-07
165.03;-7.73E-06
165.032;-3.32E-06
165.034;-1.76E-06
165.036;-2.06E-06
165.038;-3.80E-07
165.04;1.18E-06
165.042;1.61E-06
165.044;1.10E-07
165.046;9.70E-07
165.048;-1.02E-06
165.05;-2.30E-07
165.052;-2.60E-06
165.054;-3.54E-06
165.056;-3.08E-06
165.058;-1.78E-06
165.06;1.50E-07
165.062;1.54E-06
165.064;6.10E-07
165.066;2.39E-06
165.068;1.65E-06
165.07;1.20E-07
165.072;3.40E-06
165.074;7.50E-07
165.076;-3.00E-08
165.078;1.30E-06
165.08;9.20E-07
165.082;4.40E-06
165.084;3.65E-06
165.086;5.73E-06
165.088;2.15E-06
165.09;-2.68E-06
165.092;-5.00E-07
165.094;-6.80E-07
165.096;-1.98E-06
165.098;-8.30E-07
165.1;3.80E-07
165.102;-1.00E-08
165.104;1.93E-06
165.106;6.00E-07
165.108;2.22E-06
165.11;-2.85E-06
165.112;-1.07E-06
165.114;3.70E-07
165.116;-4.02E-06
165.118;-3.00E-07
165.12;-3.10E-07
165.122;2.62E-06
165.124;-6.50E-07
165.126;6.60E-07
165.128;9.50E-07
165.13;-1.39E-06
165.132;-8.40E-07
165.134;-2.71E-06
165.136;-3.27E-06
165.138;-2.25E-06
165.14;-4.71E-06
165.142;-1.32E-06
165.144;2.38E-06
165.146;3.59E-06
165.148;-1.51E-06
165.15;-1.07E-06
165.152;-2.99E-06
165.154;-4.01E-06
165.156;-3.86E-06
165.158;-4.10E-06
165.16;-1.60E-07
165.162;-8.10E-07
165.164;-1.70E-06
165.166;2.98E-06
165.168;1.95E-06
165.17;3.60E-07
165.172;-3.00E-06
165.174;-1.76E-06
165.176;-6.50E-07
165.178;1.06E-06
165.18;-2.69E-06
165.182;-7.70E-06
165.184;2.34E-06
165.186;5.75E-06
165.188;1.70E-07
165.19;1.54E-06
165.192;-1.60E-07
165.194;-3.60E-07
165.196;-4.40E-07
165.198;-2.11E-06
165.2;-2.00E-07
165.202;2.41E-06
165.204;2.44E-06
165.206;-6.00E-08
165.208;-7.50E-07
165.21;-1.24E-06
165.212;-2.43E-06
165.214;-2.46E-06
165.216;-1.73E-06
165.218;1.10E-07
165.22;3.00E-07
165.222;1.08E-06
165.224;1.29E-06
165.226;-1.96E-06
165.228;-2.82E-06
165.23;-4.89E-06
165.232;-5.60E-06
165.234;-2.93E-06
165.236;-2.70E-06
165.238;-5.19E-06
165.24;3.50E-07
165.242;5.90E-07
165.244;5.00E-07
165.246;1.49E-06
165.248;-8.30E-07
165.25;9.10E-07
165.252;-3.03E-06
165.254;-3.40E-06
165.256;-2.74E-06
165.258;-4.00E-08
165.26;-1.09E-06
165.262;8.00E-08
165.264;4.90E-07
165.266;3.12E-06
165.268;2.50E-07
165.27;-3.10E-07
165.272;-1.50E-06
165.274;-6.21E-06
165.276;-2.54E-06
165.278;-1.19E-06
165.28;-6.60E-07
165.282;-1.48E-06
165.284;1.10E-06
165.286;3.51E-06
165.288;1.01E-06
165.29;1.66E-06
165.292;-1.92E-06
165.294;-3.81E-06
165.296;-3.93E-06
165.298;-4.72E-06
165.3;9.30E-07
165.302;2.48E-06
165.304;4.30E-06
165.306;6.01E-06
165.308;4.88E-06
165.31;9.20E-07
165.312;9.30E-07
165.314;-2.70E-06
165.316;-3.08E-06
165.318;-8.50E-07
165.32;-8.20E-07
165.322;2.18E-06
165.324;-1.83E-06
165.326;1.13E-06
165.328;-2.00E-08
165.33;3.60E-07
165.332;1.93E-06
165.334;-6.71E-06
165.336;-2.19E-06
165.338;-1.85E-06
165.34;-7.50E-07
165.342;-8.60E-07
165.344;5.50E-07
165.346;-2.60E-07
165.348;2.00E-08
165.35;6.30E-07
165.352;-1.00E-07
165.354;-1.18E-06
165.356;-3.67E-06
165.358;9.20E-07
165.36;-3.33E-06
165.362;2.17E-06
165.364;-1.62E-06
165.366;-2.12E-06
165.368;-9.40E-07
165.37;-1.49E-06
165.372;-5.28E-06
165.374;-5.52E-06
165.376;-4.68E-06
165.378;-3.46E-06
165.38;3.80E-07
165.382;-7.10E-07
165.384;-1.76E-06
165.386;-1.34E-06
165.388;1.80E-06
165.39;4.00E-07
165.392;-3.20E-06
165.394;-2.15E-06
165.396;-6.63E-06
165.398;-2.77E-06
165.4;-2.24E-06
165.402;-3.70E-07
165.404;1.01E-06
165.406;-1.00E-07
165.408;3.50E-07
165.41;-3.06E-06
165.412;-7.62E-06
165.414;-4.94E-06
165.416;-5.91E-06
165.418;-4.88E-06
165.42;-1.97E-06
165.422;-2.97E-06
165.424;-1.57E-06
165.426;6.80E-07
165.428;-2.57E-06
165.43;-2.38E-06
165.432;-3.41E-06
165.434;-4.53E-06
165.436;-2.92E-06
165.438;-5.06E-06
165.44;-2.39E-06
165.442;1.00E-08
165.444;-6.30E-07
165.446;1.02E-06
165.448;-8.10E-07
165.45;-1.19E-06
165.452;-2.63E-06
165.454;-2.53E-06
165.456;-3.67E-06
165.458;-6.58E-06
165.46;-4.70E-06
165.462;-2.05E-06
165.464;9.30E-07
165.466;1.48E-06
165.468;-5.60E-07
165.47;-2.16E-06
165.472;-5.26E-06
165.474;-4.46E-06
165.476;-4.14E-06
165.478;-4.94E-06
165.48;-1.56E-06
165.482;5.70E-07
165.484;1.30E-06
165.486;-3.78E-06
165.488;-2.38E-06
165.49;-3.50E-06
165.492;-8.50E-07
165.494;-9.80E-07
165.496;-2.85E-06
165.498;-1.93E-06
165.5;-3.14E-06
165.502;3.50E-07
165.504;3.00E-08
165.506;8.00E-07
165.508;1.33E-06
165.51;-7.00E-08
165.512;2.20E-07
165.514;3.20E-06
165.516;1.00E-06
165.518;-1.50E-06
165.52;-2.64E-06
165.522;-1.06E-06
165.524;2.78E-06
165.526;1.87E-06
165.528;4.30E-07
165.53;1.26E-06
165.532;-1.13E-06
165.534;-3.88E-06
165.536;-3.63E-06
165.538;-2.80E-07
165.54;1.85E-06
165.542;6.00E-07
165.544;2.43E-06
165.546;-1.70E-07
165.548;-6.20E-07
165.55;-1.56E-06
165.552;-9.10E-07
165.554;-3.41E-06
165.556;-7.50E-06
165.558;-1.75E-06
165.56;-1.11E-06
165.562;-3.27E-06
165.564;-2.01E-06
165.566;-3.90E-07
165.568;-1.72E-06
165.57;-3.76E-06
165.572;-6.53E-06
165.574;-3.76E-06
165.576;-3.72E-06
165.578;-3.43E-06
165.58;-1.88E-06
165.582;1.79E-06
165.584;1.00E-06
165.586;1.23E-06
165.588;2.20E-07
165.59;-2.13E-06
165.592;-3.53E-06
165.594;-5.03E-06
165.596;-5.97E-06
165.598;-2.57E-06
165.6;-5.83E-06
165.602;-6.00E-07
165.604;-9.50E-07
165.606;4.90E-07
165.608;-4.62E-06
165.61;-4.76E-06
165.612;-6.14E-06
165.614;-5.09E-06
165.616;-4.17E-06
165.618;-4.08E-06
165.62;-1.22E-06
165.622;4.30E-07
165.624;8.00E-07
165.626;1.85E-06
165.628;7.90E-07
165.63;-5.70E-07
165.632;-1.73E-06
165.634;-2.14E-06
165.636;-7.34E-06
165.638;-4.86E-06
165.64;-1.22E-06
165.642;-5.90E-07
165.644;7.00E-07
165.646;1.07E-06
165.648;1.52E-06
165.65;-2.70E-07
165.652;1.03E-06
165.654;-2.80E-07
165.656;2.60E-07
165.658;-2.44E-06
165.66;2.80E-07
165.662;1.23E-06
165.664;6.50E-07
165.666;5.63E-06
165.668;2.25E-06
165.67;6.40E-07
165.672;-1.74E-06
165.674;-4.90E-07
165.676;-4.71E-06
165.678;-4.19E-06
165.68;-1.25E-06
165.682;-2.95E-06
165.684;-2.90E-07
165.686;-2.66E-06
165.688;-1.49E-06
165.69;-4.59E-06
165.692;-4.75E-06
165.694;-8.59E-06
165.696;-4.46E-06
165.698;-3.66E-06
165.7;-4.58E-06
165.702;-1.19E-06
165.704;1.81E-06
165.706;1.82E-06
165.708;1.92E-06
165.71;-1.20E-07
165.712;-4.70E-07
165.714;-2.35E-06
165.716;2.40E-07
165.718;-2.26E-06
165.72;-2.27E-06
165.722;-7.00E-08
165.724;1.22E-06
165.726;9.70E-07
165.728;1.41E-06
165.73;-3.11E-06
165.732;-4.77E-06
165.734;-2.51E-06
165.736;-2.66E-06
165.738;-1.59E-06
165.74;-3.80E-06
165.742;1.72E-06
165.744;-1.58E-06
165.746;3.00E-07
165.748;-4.90E-07
165.75;-2.91E-06
165.752;-3.14E-06
165.754;-6.13E-06
165.756;-3.83E-06
165.758;-3.87E-06
165.76;-3.00E-06
165.762;-1.45E-06
165.764;9.40E-07
165.766;2.82E-06
165.768;1.31E-06
165.77;-2.88E-06
165.772;-2.23E-06
165.774;-2.29E-06
165.776;-4.72E-06
165.778;-9.80E-07
165.78;-1.74E-06
165.782;-2.37E-06
165.784;1.54E-06
165.786;5.82E-06
165.788;-3.29E-06
165.79;-1.23E-06
165.792;-9.90E-07
165.794;-4.94E-06
165.796;-3.29E-06
165.798;-7.00E-07
165.8;-1.79E-06
165.802;-2.40E-07
165.804;1.45E-06
165.806;3.56E-06
165.808;5.33E-06
165.81;5.60E-07
165.812;1.55E-06
165.814;1.50E-07
165.816;-1.87E-06
165.818;-4.29E-06
165.82;3.30E-07
165.822;2.08E-06
165.824;3.60E-06
165.826;5.25E-06
165.828;6.36E-06
165.83;2.74E-06
165.832;-1.76E-06
165.834;2.05E-06
165.836;6.40E-07
165.838;1.45E-06
165.84;1.85E-06
165.842;5.05E-06
165.844;4.40E-06
165.846;4.25E-06
165.848;3.39E-06
165.85;2.12E-06
165.852;-1.45E-06
165.854;-1.68E-06
165.856;-3.53E-06
165.858;-3.15E-06
165.86;2.50E-07
165.862;-6.50E-07
165.864;2.46E-06
165.866;1.27E-06
165.868;1.68E-06
165.87;1.04E-06
165.872;-3.88E-06
165.874;-9.80E-07
165.876;-2.75E-06
165.878;-2.00E-06
165.88;-1.29E-06
165.882;3.16E-06
165.884;3.99E-06
165.886;1.29E-06
165.888;2.52E-06
165.89;1.26E-06
165.892;-1.23E-06
165.894;-1.55E-06
165.896;-1.76E-06
165.898;7.70E-07
165.9;-2.00E-08
165.902;9.60E-07
165.904;2.30E-06
165.906;2.18E-06
165.908;2.69E-06
165.91;1.10E-06
165.912;-9.70E-07
165.914;6.40E-07
165.916;-2.53E-06
165.918;-2.72E-06
165.92;5.20E-07
165.922;2.15E-06
165.924;2.71E-06
165.926;3.68E-06
165.928;1.77E-06
165.93;3.06E-06
165.932;8.90E-07
165.934;-1.25E-06
165.936;-9.00E-07
165.938;1.20E-06
165.94;-3.59E-06
165.942;3.04E-06
165.944;5.39E-06
165.946;5.54E-06
165.948;3.07E-06
165.95;5.65E-06
165.952;1.77E-06
165.954;-1.00E-06
165.956;1.18E-06
165.958;-7.00E-07
165.96;1.21E-06
165.962;6.61E-06
165.964;4.25E-06
165.966;1.61E-06
165.968;1.51E-06
165.97;-1.08E-06
165.972;-6.60E-07
165.974;1.79E-06
165.976;-2.61E-06
165.978;-4.70E-07
165.98;1.80E-07
165.982;2.90E-06
165.984;2.54E-06
165.986;2.01E-06
165.988;5.48E-06
165.99;-7.00E-07
165.992;-3.73E-06
165.994;-5.90E-07
165.996;-1.36E-06
165.998;7.50E-07
166;-1.69E-06
166.002;-2.32E-06
166.004;-5.20E-07
166.006;-1.10E-07
166.008;2.83E-06
166.01;4.40E-07
166.012;-1.36E-06
166.014;-3.76E-06
166.016;-4.49E-06
166.018;-3.21E-06
166.02;-3.59E-06
166.022;2.96E-06
166.024;2.66E-06
166.026;3.04E-06
166.028;1.37E-06
166.03;1.32E-06
166.032;3.00E-07
166.034;-2.99E-06
166.036;-3.00E-07
166.038;-1.08E-06
166.04;-8.00E-07
166.042;3.25E-06
166.044;3.78E-06
166.046;2.29E-06
166.048;4.66E-06
166.05;-1.23E-06
166.052;-1.08E-06
166.054;-1.14E-05
166.056;-4.73E-06
166.058;-4.16E-06
166.06;-1.70E-07
166.062;1.45E-06
166.064;1.65E-06
166.066;3.86E-06
166.068;3.14E-06
166.07;-9.10E-07
166.072;-9.10E-07
166.074;-1.23E-06
166.076;-2.24E-06
166.078;-2.05E-06
166.08;6.90E-07
166.082;-1.41E-06
166.084;-1.37E-06
166.086;-7.50E-07
166.088;-3.50E-07
166.09;8.30E-07
166.092;5.70E-07
166.094;-2.04E-06
166.096;-3.04E-06
166.098;-4.58E-06
166.1;-1.94E-06
166.102;-8.60E-07
166.104;-5.20E-07
166.106;-7.80E-07
166.108;-2.34E-06
166.11;-4.00E-08
166.112;-3.05E-06
166.114;-4.41E-06
166.116;-3.10E-07
166.118;-3.43E-06
166.12;1.20E-07
166.122;5.00E-07
166.124;3.17E-06
166.126;4.76E-06
166.128;-6.20E-07
166.13;4.40E-07
166.132;-1.96E-06
166.134;4.40E-07
166.136;-2.25E-06
166.138;-7.80E-07
166.14;-9.00E-07
166.142;2.27E-06
166.144;6.83E-06
166.146;5.11E-06
166.148;2.38E-06
166.15;-6.00E-08
166.152;-1.29E-06
166.154;-2.46E-06
166.156;-2.34E-06
166.158;-2.61E-06
166.16;-1.28E-06
166.162;4.90E-07
166.164;3.49E-06
166.166;3.52E-06
166.168;3.31E-06
166.17;8.20E-07
166.172;1.31E-06
166.174;-2.10E-06
166.176;-2.20E-07
166.178;-2.19E-06
166.18;-5.00E-07
166.182;-2.35E-06
166.184;1.35E-06
166.186;6.30E-07
166.188;2.72E-06
166.19;3.20E-07
166.192;-1.94E-06
166.194;-1.87E-06
166.196;-4.59E-06
166.198;-4.77E-06
166.2;-1.33E-06
166.202;-5.30E-07
166.204;2.14E-06
166.206;-6.20E-06
166.208;1.73E-06
166.21;5.40E-07
166.212;-1.86E-06
166.214;-3.32E-06
166.216;-6.07E-06
